,sobreviveu,bilhete_classe,sexo,idade,familiares_1,familiares_2,bilhete_valor,embarque,conves
577,1,1,female,39.0,1,0,55.9,S,E
578,0,3,female,28.0,1,0,14.4583,C,U
579,1,3,male,32.0,0,0,7.925,S,U
580,1,2,female,25.0,1,1,30.0,S,U
581,1,1,female,39.0,1,1,110.8833,C,C
582,0,2,male,54.0,0,0,26.0,S,U
583,0,1,male,36.0,0,0,40.125,C,A
584,0,3,male,28.0,0,0,8.7125,C,U
585,1,1,female,18.0,0,2,79.65,S,E
586,0,2,male,47.0,0,0,15.0,S,U
587,1,1,male,60.0,1,1,79.2,C,B
588,0,3,male,22.0,0,0,8.05,S,U
589,0,3,male,28.0,0,0,8.05,S,U
590,0,3,male,35.0,0,0,7.125,S,U
591,1,1,female,52.0,1,0,78.2667,C,D
592,0,3,male,47.0,0,0,7.25,S,U
593,0,3,female,28.0,0,2,7.75,Q,U
594,0,2,male,37.0,1,0,26.0,S,U
595,0,3,male,36.0,1,1,24.15,S,U
596,1,2,female,28.0,0,0,33.0,S,U
598,0,3,male,28.0,0,0,7.225,C,U
599,1,1,male,49.0,1,0,56.9292,C,A
600,1,2,female,24.0,2,1,27.0,S,U
601,0,3,male,28.0,0,0,7.8958,S,U
602,0,1,male,28.0,0,0,42.4,S,U
603,0,3,male,44.0,0,0,8.05,S,U
604,1,1,male,35.0,0,0,26.55,C,U
605,0,3,male,36.0,1,0,15.55,S,U
606,0,3,male,30.0,0,0,7.8958,S,U
607,1,1,male,27.0,0,0,30.5,S,U
608,1,2,female,22.0,1,2,41.5792,C,U
609,1,1,female,40.0,0,0,153.4625,S,C
610,0,3,female,39.0,1,5,31.275,S,U
611,0,3,male,28.0,0,0,7.05,S,U
612,1,3,female,28.0,1,0,15.5,Q,U
613,0,3,male,28.0,0,0,7.75,Q,U
614,0,3,male,35.0,0,0,8.05,S,U
615,1,2,female,24.0,1,2,65.0,S,U
616,0,3,male,34.0,1,1,14.4,S,U
617,0,3,female,26.0,1,0,16.1,S,U
618,1,2,female,4.0,2,1,39.0,S,F
619,0,2,male,26.0,0,0,10.5,S,U
620,0,3,male,27.0,1,0,14.4542,C,U
621,1,1,male,42.0,1,0,52.5542,S,D
622,1,3,male,20.0,1,1,15.7417,C,U
623,0,3,male,21.0,0,0,7.8542,S,U
624,0,3,male,21.0,0,0,16.1,S,U
625,0,1,male,61.0,0,0,32.3208,S,D
626,0,2,male,57.0,0,0,12.35,Q,U
627,1,1,female,21.0,0,0,77.9583,S,D
628,0,3,male,26.0,0,0,7.8958,S,U
629,0,3,male,28.0,0,0,7.7333,Q,U
630,1,1,male,80.0,0,0,30.0,S,A
631,0,3,male,51.0,0,0,7.0542,S,U
632,1,1,male,32.0,0,0,30.5,C,B
634,0,3,female,9.0,3,2,27.9,S,U
635,1,2,female,28.0,0,0,13.0,S,U
636,0,3,male,32.0,0,0,7.925,S,U
637,0,2,male,31.0,1,1,26.25,S,U
638,0,3,female,41.0,0,5,39.6875,S,U
639,0,3,male,28.0,1,0,16.1,S,U
640,0,3,male,20.0,0,0,7.8542,S,U
641,1,1,female,24.0,0,0,69.3,C,B
642,0,3,female,2.0,3,2,27.9,S,U
643,1,3,male,28.0,0,0,56.4958,S,U
644,1,3,female,0.75,2,1,19.2583,C,U
645,1,1,male,48.0,1,0,76.7292,C,D
646,0,3,male,19.0,0,0,7.8958,S,U
647,1,1,male,56.0,0,0,35.5,C,A
648,0,3,male,28.0,0,0,7.55,S,U
649,1,3,female,23.0,0,0,7.55,S,U
650,0,3,male,28.0,0,0,7.8958,S,U
651,1,2,female,18.0,0,1,23.0,S,U
652,0,3,male,21.0,0,0,8.4333,S,U
653,1,3,female,28.0,0,0,7.8292,Q,U
654,0,3,female,18.0,0,0,6.75,Q,U
655,0,2,male,24.0,2,0,73.5,S,U
656,0,3,male,28.0,0,0,7.8958,S,U
657,0,3,female,32.0,1,1,15.5,Q,U
658,0,2,male,23.0,0,0,13.0,S,U
659,0,1,male,58.0,0,2,113.275,C,D
660,1,1,male,50.0,2,0,133.65,S,U
661,0,3,male,40.0,0,0,7.225,C,U
662,0,1,male,47.0,0,0,25.5875,S,E
663,0,3,male,36.0,0,0,7.4958,S,U
664,1,3,male,20.0,1,0,7.925,S,U
665,0,2,male,32.0,2,0,73.5,S,U
666,0,2,male,25.0,0,0,13.0,S,U
667,0,3,male,28.0,0,0,7.775,S,U
668,0,3,male,43.0,0,0,8.05,S,U
669,1,1,female,28.0,1,0,52.0,S,C
670,1,2,female,40.0,1,1,39.0,S,U
671,0,1,male,31.0,1,0,52.0,S,B
672,0,2,male,70.0,0,0,10.5,S,U
673,1,2,male,31.0,0,0,13.0,S,U
675,0,3,male,18.0,0,0,7.775,S,U
676,0,3,male,24.5,0,0,8.05,S,U
677,1,3,female,18.0,0,0,9.8417,S,U
678,0,3,female,43.0,1,6,46.9,S,U
679,1,1,male,36.0,0,1,512.3292,C,B
680,0,3,female,28.0,0,0,8.1375,Q,U
681,1,1,male,27.0,0,0,76.7292,C,D
682,0,3,male,20.0,0,0,9.225,S,U
683,0,3,male,14.0,5,2,46.9,S,U
684,0,2,male,60.0,1,1,39.0,S,U
685,0,2,male,25.0,1,2,41.5792,C,U
686,0,3,male,14.0,4,1,39.6875,S,U
687,0,3,male,19.0,0,0,10.1708,S,U
688,0,3,male,18.0,0,0,7.7958,S,U
689,1,1,female,15.0,0,1,211.3375,S,B
690,1,1,male,31.0,1,0,57.0,S,B
691,1,3,female,4.0,0,1,13.4167,C,U
692,1,3,male,28.0,0,0,56.4958,S,U
693,0,3,male,25.0,0,0,7.225,C,U
694,0,1,male,60.0,0,0,26.55,S,U
695,0,2,male,52.0,0,0,13.5,S,U
696,0,3,male,44.0,0,0,8.05,S,U
697,1,3,female,28.0,0,0,7.7333,Q,U
698,0,1,male,49.0,1,1,110.8833,C,C
699,0,3,male,42.0,0,0,7.65,S,F
700,1,1,female,18.0,1,0,227.525,C,C
701,1,1,male,35.0,0,0,26.2875,S,E
702,0,3,female,18.0,0,1,14.4542,C,U
703,0,3,male,25.0,0,0,7.7417,Q,U
704,0,3,male,26.0,1,0,7.8542,S,U
705,0,2,male,39.0,0,0,26.0,S,U
706,1,2,female,45.0,0,0,13.5,S,U
707,1,1,male,42.0,0,0,26.2875,S,E
708,1,1,female,22.0,0,0,151.55,S,U
709,1,3,male,28.0,1,1,15.2458,C,U
710,1,1,female,24.0,0,0,49.5042,C,C
711,0,1,male,28.0,0,0,26.55,S,C
712,1,1,male,48.0,1,0,52.0,S,C
713,0,3,male,29.0,0,0,9.4833,S,U
714,0,2,male,52.0,0,0,13.0,S,U
715,0,3,male,19.0,0,0,7.65,S,F
716,1,1,female,38.0,0,0,227.525,C,C
717,1,2,female,27.0,0,0,10.5,S,E
718,0,3,male,28.0,0,0,15.5,Q,U
719,0,3,male,33.0,0,0,7.775,S,U
720,1,2,female,6.0,0,1,33.0,S,U
721,0,3,male,17.0,1,0,7.0542,S,U
722,0,2,male,34.0,0,0,13.0,S,U
723,0,2,male,50.0,0,0,13.0,S,U
724,1,1,male,27.0,1,0,53.1,S,E
725,0,3,male,20.0,0,0,8.6625,S,U
726,1,2,female,30.0,3,0,21.0,S,U
727,1,3,female,28.0,0,0,7.7375,Q,U
728,0,2,male,25.0,1,0,26.0,S,U
729,0,3,female,25.0,1,0,7.925,S,U
730,1,1,female,29.0,0,0,211.3375,S,B
731,0,3,male,11.0,0,0,18.7875,C,U
733,0,2,male,23.0,0,0,13.0,S,U
734,0,2,male,23.0,0,0,13.0,S,U
735,0,3,male,28.5,0,0,16.1,S,U
736,0,3,female,48.0,1,3,34.375,S,U
737,1,1,male,35.0,0,0,512.3292,C,B
738,0,3,male,28.0,0,0,7.8958,S,U
739,0,3,male,28.0,0,0,7.8958,S,U
740,1,1,male,28.0,0,0,30.0,S,D
741,0,1,male,36.0,1,0,78.85,S,C
742,1,1,female,21.0,2,2,262.375,C,B
743,0,3,male,24.0,1,0,16.1,S,U
744,1,3,male,31.0,0,0,7.925,S,U
745,0,1,male,70.0,1,1,71.0,S,B
746,0,3,male,16.0,1,1,20.25,S,U
747,1,2,female,30.0,0,0,13.0,S,U
748,0,1,male,19.0,1,0,53.1,S,D
749,0,3,male,31.0,0,0,7.75,Q,U
750,1,2,female,4.0,1,1,23.0,S,U
751,1,3,male,6.0,0,1,12.475,S,E
752,0,3,male,33.0,0,0,9.5,S,U
753,0,3,male,23.0,0,0,7.8958,S,U
754,1,2,female,48.0,1,2,65.0,S,U
755,1,2,male,0.67,1,1,14.5,S,U
756,0,3,male,28.0,0,0,7.7958,S,U
757,0,2,male,18.0,0,0,11.5,S,U
758,0,3,male,34.0,0,0,8.05,S,U
759,1,1,female,33.0,0,0,86.5,S,B
760,0,3,male,28.0,0,0,14.5,S,U
761,0,3,male,41.0,0,0,7.125,S,U
762,1,3,male,20.0,0,0,7.2292,C,U
763,1,1,female,36.0,1,2,120.0,S,B
764,0,3,male,16.0,0,0,7.775,S,U
765,1,1,female,51.0,1,0,77.9583,S,D
766,0,1,male,28.0,0,0,39.6,C,U
767,0,3,female,30.5,0,0,7.75,Q,U
768,0,3,male,28.0,1,0,24.15,Q,U
769,0,3,male,32.0,0,0,8.3625,S,U
770,0,3,male,24.0,0,0,9.5,S,U
771,0,3,male,48.0,0,0,7.8542,S,U
772,0,2,female,57.0,0,0,10.5,S,E
773,0,3,male,28.0,0,0,7.225,C,U
774,1,2,female,54.0,1,3,23.0,S,U
775,0,3,male,18.0,0,0,7.75,S,U
776,0,3,male,28.0,0,0,7.75,Q,F
777,1,3,female,5.0,0,0,12.475,S,U
778,0,3,male,28.0,0,0,7.7375,Q,U
779,1,1,female,43.0,0,1,211.3375,S,B
780,1,3,female,13.0,0,0,7.2292,C,U
781,1,1,female,17.0,1,0,57.0,S,B
782,0,1,male,29.0,0,0,30.0,S,D
783,0,3,male,28.0,1,2,23.45,S,U
784,0,3,male,25.0,0,0,7.05,S,U
785,0,3,male,25.0,0,0,7.25,S,U
786,1,3,female,18.0,0,0,7.4958,S,U
787,0,3,male,8.0,4,1,29.125,Q,U
788,1,3,male,1.0,1,2,20.575,S,U
789,0,1,male,46.0,0,0,79.2,C,B
790,0,3,male,28.0,0,0,7.75,Q,U
791,0,2,male,16.0,0,0,26.0,S,U
792,0,3,female,28.0,8,2,69.55,S,U
793,0,1,male,28.0,0,0,30.6958,C,U
794,0,3,male,25.0,0,0,7.8958,S,U
795,0,2,male,39.0,0,0,13.0,S,U
796,1,1,female,49.0,0,0,25.9292,S,D
797,1,3,female,31.0,0,0,8.6833,S,U
798,0,3,male,30.0,0,0,7.2292,C,U
799,0,3,female,30.0,1,1,24.15,S,U
800,0,2,male,34.0,0,0,13.0,S,U
801,1,2,female,31.0,1,1,26.25,S,U
802,1,1,male,11.0,1,2,120.0,S,B
803,1,3,male,0.42,0,1,8.5167,C,U
804,1,3,male,27.0,0,0,6.975,S,U
805,0,3,male,31.0,0,0,7.775,S,U
807,0,3,female,18.0,0,0,7.775,S,U
808,0,2,male,39.0,0,0,13.0,S,U
809,1,1,female,33.0,1,0,53.1,S,E
810,0,3,male,26.0,0,0,7.8875,S,U
811,0,3,male,39.0,0,0,24.15,S,U
812,0,2,male,35.0,0,0,10.5,S,U
813,0,3,female,6.0,4,2,31.275,S,U
814,0,3,male,30.5,0,0,8.05,S,U
816,0,3,female,23.0,0,0,7.925,S,U
817,0,2,male,31.0,1,1,37.0042,C,U
818,0,3,male,43.0,0,0,6.45,S,U
819,0,3,male,10.0,3,2,27.9,S,U
820,1,1,female,52.0,1,1,93.5,S,B
821,1,3,male,27.0,0,0,8.6625,S,U
823,1,3,female,27.0,0,1,12.475,S,E
824,0,3,male,2.0,4,1,39.6875,S,U
825,0,3,male,28.0,0,0,6.95,Q,U
826,0,3,male,28.0,0,0,56.4958,S,U
827,1,2,male,1.0,0,2,37.0042,C,U
828,1,3,male,28.0,0,0,7.75,Q,U
829,1,1,female,62.0,0,0,80.0,S,B
830,1,3,female,15.0,1,0,14.4542,C,U
831,1,2,male,0.83,1,1,18.75,S,U
832,0,3,male,28.0,0,0,7.2292,C,U
833,0,3,male,23.0,0,0,7.8542,S,U
834,0,3,male,18.0,0,0,8.3,S,U
835,1,1,female,39.0,1,1,83.1583,C,E
836,0,3,male,21.0,0,0,8.6625,S,U
837,0,3,male,28.0,0,0,8.05,S,U
838,1,3,male,32.0,0,0,56.4958,S,U
839,1,1,male,28.0,0,0,29.7,C,C
840,0,3,male,20.0,0,0,7.925,S,U
841,0,2,male,16.0,0,0,10.5,S,U
842,1,1,female,30.0,0,0,31.0,C,U
843,0,3,male,34.5,0,0,6.4375,C,U
844,0,3,male,17.0,0,0,8.6625,S,U
845,0,3,male,42.0,0,0,7.55,S,U
846,0,3,male,28.0,8,2,69.55,S,U
847,0,3,male,35.0,0,0,7.8958,C,U
848,0,2,male,28.0,0,1,33.0,S,U
849,1,1,female,28.0,1,0,89.1042,C,C
850,0,3,male,4.0,4,2,31.275,S,U
851,0,3,male,74.0,0,0,7.775,S,U
852,0,3,female,9.0,1,1,15.2458,C,U
853,1,1,female,16.0,0,1,39.4,S,D
854,0,2,female,44.0,1,0,26.0,S,U
855,1,3,female,18.0,0,1,9.35,S,U
856,1,1,female,45.0,1,1,164.8667,S,U
857,1,1,male,51.0,0,0,26.55,S,E
858,1,3,female,24.0,0,3,19.2583,C,U
859,0,3,male,28.0,0,0,7.2292,C,U
860,0,3,male,41.0,2,0,14.1083,S,U
861,0,2,male,21.0,1,0,11.5,S,U
862,1,1,female,48.0,0,0,25.9292,S,D
863,0,3,female,28.0,8,2,69.55,S,U
864,0,2,male,24.0,0,0,13.0,S,U
865,1,2,female,42.0,0,0,13.0,S,U
866,1,2,female,27.0,1,0,13.8583,C,U
867,0,1,male,31.0,0,0,50.4958,S,A
868,0,3,male,28.0,0,0,9.5,S,U
869,1,3,male,4.0,1,1,11.1333,S,U
870,0,3,male,26.0,0,0,7.8958,S,U
871,1,1,female,47.0,1,1,52.5542,S,D
872,0,1,male,33.0,0,0,5.0,S,B
873,0,3,male,47.0,0,0,9.0,S,U
874,1,2,female,28.0,1,0,24.0,C,U
875,1,3,female,15.0,0,0,7.225,C,U
876,0,3,male,20.0,0,0,9.8458,S,U
877,0,3,male,19.0,0,0,7.8958,S,U
878,0,3,male,28.0,0,0,7.8958,S,U
879,1,1,female,56.0,0,1,83.1583,C,C
880,1,2,female,25.0,0,1,26.0,S,U
881,0,3,male,33.0,0,0,7.8958,S,U
882,0,3,female,22.0,0,0,10.5167,S,U
883,0,2,male,28.0,0,0,10.5,S,U
884,0,3,male,25.0,0,0,7.05,S,U
885,0,3,female,39.0,0,5,29.125,Q,U
886,0,2,male,27.0,0,0,13.0,S,U
887,1,1,female,19.0,0,0,30.0,S,B
888,0,3,female,28.0,1,2,23.45,S,U
889,1,1,male,26.0,0,0,30.0,C,C
890,0,3,male,32.0,0,0,7.75,Q,U
